Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
CW EDUCATIONAL SERVICES LIMITED,"£2,250.00", 27/09/2018,Childrens Services,Other Services
GREENWICH BSF SPV LIMITED,"£1,351.92", 27/09/2018,Regeneration Enterprise and Sk,Services Private Contractor
THE FEDERATION OF BURIAL AND CREMATION AUTHORITIES,"£1,153.80", 27/09/2018,Eltham Crematorium Revenue,Conference Expenses
THE FEDERATION OF BURIAL AND CREMATION AUTHORITIES,£61.20, 27/09/2018,Eltham Crematorium Revenue,Conference Expenses
NATIONAL COUNCIL FOR VOLUNTARY ORGANISATIONS,£804.00, 27/09/2018,Housing Services HRA,Miscellaneous
SAFE HOMES SE LIMITED,"£40,819.80", 27/09/2018,Housing Services,Rents Other
RACHEL BRICKS PROPERTIES,"£30,510.50", 27/09/2018,Housing Services,Rents Other
GREENWICH SERVICE PLUS LIMITED,"£661,112.00", 27/09/2018,Corporate,External Payments
R HUNT ( AGRICULTURAL ENGINERS) LIMITED,"£86,696.62", 27/09/2018,Other General Fund,General Payments
REDACTED PERSONAL INFORMATION,£755.94, 27/09/2018,Childrens Services,Agency Staff
ELTHAM DIGITAL PRINTERS LTD,"£1,440.00", 27/09/2018,Chief Executives,Printing External Contract
AMAZING PROMOTIONAL MERCHANDISE LTD,"£1,290.72", 27/09/2018,Chief Executives,Printing External Contract
BALTIMORE CONSULTING LTD,"£1,080.00", 27/09/2018,Childrens Services,Agency Staff
BALTIMORE CONSULTING LTD,"£1,560.00", 27/09/2018,Childrens Services,Agency Staff
BALTIMORE CONSULTING LTD,"£1,500.00", 27/09/2018,Childrens Services,Agency Staff
SHELINA MITHA,£660.00, 27/09/2018,Childrens Services,Professional Fees
M & N SUPPORT SERVICES LTD,£500.00, 27/09/2018,Health and Adult Services,BIA`s (Best Interest Assessment)
ETHELBERT SPECIALIST HOMES LTD,"£11,262.69", 27/09/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£3,954.94", 27/09/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£5,357.14", 27/09/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£9,660.00", 27/09/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£3,954.94", 27/09/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£5,241.00", 27/09/2018,Childrens Services,Agency Placements
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,122.61", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,122.61", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,452.06", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,452.06", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,095.44", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,095.44", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,095.44", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,463.54", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,452.06", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,452.06", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,095.44", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,122.61", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,452.06", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,452.06", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,095.44", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,452.06", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,095.44", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,217.93", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,023.53", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,217.93", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£5,910.69", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,095.44", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,441.81", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,259.30", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,408.40", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,185.71", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,228.57", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,084.23", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,146.76", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,259.30", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,084.23", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,228.57", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,228.57", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,146.76", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,236.89", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£1,986.56", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£1,986.56", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£1,970.74", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,347.20", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,262.08", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,164.29", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,084.23", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"£2,347.20", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CEDAR COURT),"£2,317.71", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CEDAR COURT),"£2,362.29", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CEDAR COURT),"£2,406.86", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CEDAR COURT),"£2,317.71", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CEDAR COURT),"£2,507.14", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CEDAR COURT),"£2,507.14", 27/09/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CEDAR COURT),"£2,507.14", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,692.64", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,600.00", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£2,714.29", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£5,086.20", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£5,344.50", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£6,835.50", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£6,427.20", 27/09/2018,Health and Adult Services,Supported Living
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£5,074.50", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£4,226.10", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,776.10", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£5,142.86", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£5,142.86", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,650.00", 27/09/2018,Health and Adult Services,Rents Other
REGARD PARTNERSHIP LTD,"£3,694.63", 27/09/2018,Health and Adult Services,Supported Living
REGARD PARTNERSHIP LTD,"£4,086.60", 27/09/2018,Health and Adult Services,Supported Living
ANGELS ABODE LIMITED,"£1,350.00", 27/09/2018,Health and Adult Services,Rents Other
REGARD PARTNERSHIP LTD,"£4,043.83", 27/09/2018,Health and Adult Services,Supported Living
ANGELS ABODE LIMITED,"£1,350.00", 27/09/2018,Health and Adult Services,Rents Other
REGARD PARTNERSHIP LTD,"£3,971.01", 27/09/2018,Health and Adult Services,Supported Living
ANGELS ABODE LIMITED,"£2,250.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£5,940.00", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,805.01", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,239.52", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£2,954.18", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,714.71", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£6,472.76", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£2,571.43", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£2,100.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£4,372.50", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£6,381.90", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,133.80", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,950.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£4,542.28", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,133.80", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
HOMELEIGH HOUSE,"£4,653.30", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,137.15", 27/09/2018,Health and Adult Services,Services Private Contractor
HOMELEIGH HOUSE,"£3,642.90", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,137.15", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,137.15", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,133.80", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,080.99", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,039.43", 27/09/2018,Health and Adult Services,Services Private Contractor
HOMELEIGH HOUSE,"£2,153.55", 27/09/2018,Health and Adult Services,Services Private Contractor
HOMELEIGH HOUSE,"£2,153.55", 27/09/2018,Health and Adult Services,Services Private Contractor
MELBA LODGE,"£4,071.30", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
MELBA LODGE,"£3,707.10", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
MELBA LODGE,"£3,849.30", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,515.83", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,200.00", 27/09/2018,Health and Adult Services,Rents Other
BUPA CARE HOMES (CFHCARE) LTD T/A ABBOTSLEIGH MEWS,"£2,189.70", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,200.00", 27/09/2018,Health and Adult Services,Rents Other
BUPA CARE HOMES (CFHCARE) LTD T/A ABBOTSLEIGH MEWS,"£2,648.57", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£5,276.40", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£1,050.00", 27/09/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,"£2,480.66", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£2,347.20", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,830.08", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,200.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£4,071.42", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£2,142.86", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£5,190.00", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£2,785.72", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£2,142.86", 27/09/2018,Health and Adult Services,Supported Living
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£3,221.92", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£2,315.79", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£3,266.64", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£3,221.92", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£3,600.00", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£2,238.52", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£2,758.80", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£2,790.48", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£2,262.86", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£2,084.23", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,164.51", 27/09/2018,Health and Adult Services,Private Home Help Domest Misc
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,350.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,614.04", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£2,315.28", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,614.04", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£2,315.28", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£2,100.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£3,221.92", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,200.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£3,217.32", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
SANCTUARY CARE LTD,"£2,657.14", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,£720.00, 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,350.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,614.04", 27/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,708.00", 27/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,708.00", 27/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,350.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,050.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,350.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,350.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,350.00", 27/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 27/09/2018,Health and Adult Services,Rents Other
STORM ENVIRONMENTAL LIMITED,"£3,762.72", 27/09/2018,Comm Safety and Environment,Large Containers
TELEFONICA UK LTD,£540.00, 27/09/2018,Chief Executives,Mobile Phones
STORM ENVIRONMENTAL LIMITED,£871.20, 27/09/2018,Comm Safety and Environment,Large Containers
STORM ENVIRONMENTAL LIMITED,"£3,747.84", 27/09/2018,Comm Safety and Environment,Large Containers
AD ESSE CONSULTING LIMITED,"£60,000.00", 27/09/2018,Housing Services HRA,MIsc
REDACTED PERSONAL INFORMATION,"£3,266.03", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£3,420.90", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£7,931.78", 27/09/2018,Childrens Services,Other Services
CRAFTY WIZARDS WORLD LIMITED,"£1,866.30", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£10,000.00", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£9,405.15", 27/09/2018,Childrens Services,Other Services
GRACE EDUCATION LTD,"£5,598.90", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£1,866.30", 27/09/2018,Childrens Services,Other Services
