name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,455.91, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,662.34, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,75.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,9.38, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,7.29, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,6.30, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,37.50, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,29.16, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,25.20, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,36.45, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,46.88, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,31.50, 05/06/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,349.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,383.32, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,231.56, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,9.45, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,10.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,300.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,537.46, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,770.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,80.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,477.62, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,693.88, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,226.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,606.54, 05/06/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,859.32, 05/06/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,55.14, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,85.26, 05/06/2019,Foster Carer ID Cards,Childrens Services
REDACTED PERSONAL INFORMATION,64.58, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,97.60, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,206.40, 05/06/2019,Government Grants Clg Inc Gol,Childrens Services
REDACTED PERSONAL INFORMATION,28.75, 05/06/2019,Government Grants Clg Inc Gol,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,303.94, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,391.44, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,751.62, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,48.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,62.88, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,48.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,62.88, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,48.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,62.88, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,48.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,62.88, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,963.20, 05/06/2019,Government Grants Clg Inc Gol,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.00, 05/06/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,12.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-168.54, 05/06/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,-50.00, 05/06/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,383.32, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,152.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,383.32, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,300.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,191.65, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,387.48, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,499.92, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,68.92, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,300.00, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,383.32, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,29.25, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,18.45, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,65.25, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,47.25, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,383.32, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,385.98, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,342.02, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.06, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 05/06/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,"1,530.00", 06/06/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"19,343.40", 05/06/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"1,300.00", 06/06/2019,In Home Domicilary and Agency Care,Childrens Services
REDACTED PERSONAL INFORMATION,750.00, 06/06/2019,In Home Domicilary and Agency Care,Childrens Services
RAINBOW FOSTERING SERVICES LIMITED,"3,742.14", 06/06/2019,Agency Placements,Childrens Services
ANGELS ABODE LIMITED,"1,705.00", 06/06/2019,Rents Other,Health and Adult Services
ANGELS ABODE LIMITED,874.00, 06/06/2019,Rents Other,Health and Adult Services
REDACTED PERSONAL INFORMATION,500.00, 06/06/2019,ESS Removal Services,Chief Executives
KENT COUNTY COUNCIL (KCS),"84,409.42", 06/06/2019,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),-363.49, 06/06/2019,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"66,987.61", 06/06/2019,Expenditure Payments,Systems Control Accounts
GREENWICH SERVICE PLUS LIMITED,"133,202.36", 06/06/2019,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"135,024.06", 06/06/2019,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"120,175.58", 06/06/2019,Vehicle Hire,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"-100,146.32", 06/06/2019,Vehicle Hire,Childrens Services
EDF ENERGY CUSTOMERS PLC,"6,344.70", 06/06/2019,Electricity,NS Heating and Lighting
EDF ENERGY CUSTOMERS PLC,"33,563.02", 06/06/2019,Electricity,NS Heating and Lighting
EDF ENERGY CUSTOMERS PLC,659.52, 06/06/2019,Electricity,NS Heating and Lighting
EDF ENERGY CUSTOMERS PLC,"2,842.96", 06/06/2019,Electricity,NS Heating and Lighting
EDF ENERGY CUSTOMERS PLC,"28,553.58", 06/06/2019,Electricity,NS Heating and Lighting
EDF ENERGY CUSTOMERS PLC,"1,035.47", 06/06/2019,Electricity,NS Heating and Lighting
REDACTED PERSONAL INFORMATION,651.55, 06/06/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,888.00, 06/06/2019,Other Services,Childrens Services
DALJEET LALL,580.66, 06/06/2019,Professional Fees,Childrens Services
REDACTED PERSONAL INFORMATION,672.00, 06/06/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,840.00, 06/06/2019,Other Services,Childrens Services
BEVAN BRITTAN LLP,138.00, 31/05/2019,Property Purchase Normal,NS General Fund
BEVAN BRITTAN LLP,936.77, 31/05/2019,Property Purchase Normal,NS General Fund
REDACTED PERSONAL INFORMATION,"1,110.00", 06/06/2019,Other Services,Childrens Services
BEVAN BRITTAN LLP - CLIENT ACCOUNT RBG,"357,200.00", 31/05/2019,Property Purchase Normal,NS General Fund
GREENWICH SERVICE PLUS LIMITED,"107,339.93", 05/06/2019,External Payments,Corporate
POLLOCK LIFTS,"25,765.50", 06/06/2019,General Payments,NS General Fund
POLLOCK LIFTS,"-4,006.50", 06/06/2019,Ext Inc Other Recover Charges,Housing Services HRA
POLLOCK LIFTS,-3.00, 06/06/2019,Stationery,Housing Services HRA
JONTEK LTD,"14,914.80", 06/06/2019,Equipment Repair,Health and Adult Services
JONTEK LTD,"53,848.80", 06/06/2019,Equipment Repair,Health and Adult Services
GREENWICH SERVICE PLUS LIMITED,"570,853.80", 03/06/2019,External Payments,Corporate
INTELLIGENT DATA COLLECTION LTD,"2,400.00", 06/06/2019,Ext Consultants Fees,Transportation Schemes
WOLSELEY UK LTD - 7671C45 STORES CONTRACT ONLY,"383,334.37", 06/06/2019,Expenditure Payments,Systems Control Accounts
IDOX  SOFTWARE LIMITED,570.00, 06/06/2019,MIscellaneous IT Expenditure,Regeneration Enterprise and Sk
DAVID BONNETT ASSOCIATES LTD,"1,905.00", 06/06/2019,Ext Architects Fees,Priority Investment Programme
B.R. FLOORING LIMITED,"1,147.59", 06/06/2019,Refurbishment,NS General Fund
VOYAGE 1 LTD,"2,660.92", 06/06/2019,PS Residential Respite Care,Health and Adult Services
ALL WINDOW SERVICES LTD,518.52, 06/06/2019,Materials,Housing Services HRA
VOYAGE 1 LTD,"6,409.88", 06/06/2019,Services Private Contractor,Health and Adult Services
BURO HAPPOLD LTD,"2,982.00", 06/06/2019,Ext Project Management,Priority Investment Programme
THE ADOLESCENT & CHILDRENS TRUST,"2,922.36", 06/06/2019,Agency Placements,Childrens Services
CITY ELECTRICAL FACTORS LIMITED,"1,679.88", 06/06/2019,Equipment,Housing Services HRA
THE ADOLESCENT & CHILDRENS TRUST,"5,266.40", 06/06/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,450.00", 06/06/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,329.10", 06/06/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"2,832.90", 06/06/2019,Agency Placements,Childrens Services
CONCORDE CEILINGS LIMITED,"3,934.80", 06/06/2019,Rm Buildings Gmrs Ext Contract,Regeneration Enterprise and Sk
EXTREME ENVIRONMENTAL SERVICES LTD,"2,232.00", 06/06/2019,Rm Buildings Gmrs Ext Contract,Regeneration Enterprise and Sk
HOW SCAFFOLDING,"1,980.00", 06/06/2019,Rm Buildings Gmrs Ext Contract,Chief Executives
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,774.57", 06/06/2019,Electricity,Housing Services HRA
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,-17.87, 06/06/2019,Electricity,Housing Services HRA
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,-15.75, 06/06/2019,Electricity,Housing Services HRA
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,12.58, 06/06/2019,Electricity,Housing Services HRA
GRAHAM WALKER T/A DESIGN BY GRAY,"1,095.60", 06/06/2019,Publicitiy,Health and Adult Services
GRAHAM WALKER T/A DESIGN BY GRAY,103.00, 06/06/2019,Publicitiy,Health and Adult Services
KENT COUNTY COUNCIL (KCS),"114,180.05", 06/06/2019,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"36,075.45", 06/06/2019,Expenditure Payments,Systems Control Accounts
ANGELS ABODE LIMITED,"90,861.50", 06/06/2019,Rents Other,Housing Services
42 BEDFORD ROW,720.00, 06/06/2019,Professional Fees,Chief Executives
REDACTED PERSONAL INFORMATION,"1,379.91", 07/06/2019,Voluntary Bodies Other Care,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,604.06", 07/06/2019,Services Private Contractor,Health and Adult Services
OUTLOOK CARE,"6,549.02", 07/06/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,801.80", 07/06/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,796.00", 07/06/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,384.12", 07/06/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"10,225.75", 07/06/2019,Services Private Contractor,Health and Adult Services
CRAEGMOOR OAKS SIDCUP PRIORY,"4,972.55", 07/06/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,642.86", 07/06/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,764.29", 07/06/2019,Services Private Contractor,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 07/06/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 07/06/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,576.00, 07/06/2019,Client Support,Health and Adult Services
HEADWAY SELNWK LTD,256.00, 07/06/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,288.00, 07/06/2019,Client Support,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 07/06/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 07/06/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,504.00, 07/06/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,118.23", 07/06/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"8,935.50", 07/06/2019,Private Sector Nursing Homes,Health and Adult Services
SEPARATED FAMILIES ( EUROPE ) LIMITED,"4,665.60", 06/06/2019,Professional Fees,Chief Executives
KENNEDY CATER,"1,404.17", 06/06/2019,Subscriptions,Chief Executives
HOMELEIGH HOUSE,"4,207.32", 07/06/2019,Services Private Contractor,Health and Adult Services
ALLNIGHT CARS LTD T/AS 24 HOUR CENTRAL,532.80, 06/06/2019,Professional Fees,Chief Executives
HOMELEIGH HOUSE,"4,808.41", 07/06/2019,Services Private Contractor,Health and Adult Services
HOMELEIGH HOUSE,"11,514.33", 07/06/2019,Services Private Contractor,Health and Adult Services
CONCORDE CEILINGS LIMITED,"3,630.00", 06/06/2019,Rm Buildings Gmrs Ext Contract,Regeneration Enterprise and Sk
LONDON CARE LTD,847.07, 07/06/2019,Private Home Help Domest Misc,Health and Adult Services
LONDON CARE LTD,836.92, 07/06/2019,Private Home Help Domest Misc,Health and Adult Services
THE GIFT VOUCHER SHOP LIMITED,"23,040.00", 03/06/2019,Eltham Lights Up,Chief Executives
LONDON CARE LTD,913.78, 07/06/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,273.35", 07/06/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,493.60", 07/06/2019,Private Sector Nursing Homes,Health and Adult Services
M & N SUPPORT SERVICES LTD,500.00, 07/06/2019,BIA`s (Best Interest Assessment),Health and Adult Services
DR ROGER KENNEDY HEALTH LTD,"1,041.60", 06/06/2019,Professional Fees,Chief Executives
ADAPTIS SOLUTIONS LIMITED,"5,294.90", 07/06/2019,Services Private Contractor,Regeneration Enterprise and Sk
CARPET CORNER,648.00, 07/06/2019,Refurbishment,NS General Fund
PROACTIVE UK LIMITED,"4,016.40", 06/06/2019,Equipment,Chief Executives
HERRINGTON CONSULTING LIMITED,"2,556.00", 07/06/2019,Ext Site Surveys,Modernisation
BALTIMORE CONSULTING LTD,"1,560.00", 07/06/2019,Agency Staff,Childrens Services
BALTIMORE CONSULTING LTD,624.00, 07/06/2019,Agency Staff,Childrens Services
BALTIMORE CONSULTING LTD,"1,200.00", 07/06/2019,Agency Staff,Childrens Services
FOOTSTEPS CARE LIMITED,884.17, 07/06/2019,Vehicle Hire External Hired,Childrens Services
R D FABRICATIONS,660.00, 12/06/2019,Safety,Capital Housing Revenue Acc
FOOTSTEPS CARE LIMITED,884.17, 07/06/2019,Vehicle Hire External Hired,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"3,087.80", 07/06/2019,Cleaning Services - Contract,Childrens Services
JONATHAN EPPS,600.00, 07/06/2019,Materials Staff Training,Childrens Services
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,589.51, 07/06/2019,Private Home Help Domest Misc,Health and Adult Services
BANSAL AND LONG LTD,"7,528.20", 07/06/2019,Services by External Providers,Health and Adult Services
REDACTED PERSONAL INFORMATION,672.00, 07/06/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,672.00, 07/06/2019,Other Services,Childrens Services
ST JAMES MEDICHEM LTD,"2,462.93", 07/06/2019,Medical Services,Health and Adult Services
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,770.74, 07/06/2019,Private Home Help Domest Misc,Health and Adult Services
HERBERT PHARMACY,734.53, 07/06/2019,Medical Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,624.00, 07/06/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,008.00", 07/06/2019,Other Services,Childrens Services
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,642.46, 07/06/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,840.00", 07/06/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,820.00", 07/06/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,839.92", 07/06/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,200.00", 07/06/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,995.00", 07/06/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,000.00", 07/06/2019,Supported Living,Health and Adult Services
VOYAGE 1 LTD,"4,248.00", 07/06/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"12,377.86", 07/06/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"12,377.86", 07/06/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,706.27", 07/06/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,077.86", 07/06/2019,Services Private Contractor,Health and Adult Services
