Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
BUILD RECRUITMENT LIMITED,"£2,720.03", 01/10/2018,Expenditure Payments,Systems Control Accounts
BARCLAYS BANK PLC,"£4,962.98", 01/10/2018,Expenditure Payments,Systems Control Accounts
SELLICK PARTNERSHIP LIMITED,"£9,244.99", 01/10/2018,Expenditure Payments,Systems Control Accounts
OSBOURNE RICHARDSON LIMITED,"£19,993.97", 01/10/2018,Expenditure Payments,Systems Control Accounts
CARITAS RECRUITMENT LIMITED,"£9,070.89", 01/10/2018,Expenditure Payments,Systems Control Accounts
CAPITAL ENGINEERING PERSONNEL LTD,"£2,360.35", 01/10/2018,Expenditure Payments,Systems Control Accounts
SKIPTON BUSINESS FINANCE,"£14,761.28", 01/10/2018,Expenditure Payments,Systems Control Accounts
SERVICE CARE SOLUTIONS LIMITED,"£6,960.53", 01/10/2018,Expenditure Payments,Systems Control Accounts
MATCHTECH GROUP (UK) LTD,"£21,744.79", 01/10/2018,Expenditure Payments,Systems Control Accounts
BIBBY FACTORS LTD,"£1,415.73", 01/10/2018,Expenditure Payments,Systems Control Accounts
TEMPEST RESOURCING LTD,"£11,360.61", 01/10/2018,Expenditure Payments,Systems Control Accounts
BIBBY FACTORS LTD,"£1,107.73", 01/10/2018,Expenditure Payments,Systems Control Accounts
EXECUTIVE RESOURCE GROUP LTD,£894.60, 01/10/2018,Expenditure Payments,Systems Control Accounts
COYLE PERSONNEL PLC,"£2,768.87", 01/10/2018,Expenditure Payments,Systems Control Accounts
CLIENT DIRECTS LIMITED,"£38,239.92", 01/10/2018,Expenditure Payments,Systems Control Accounts
IPEOPLE SOLUTIONS LIMITED,"£3,959.95", 01/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LIMITED,"£2,276.85", 01/10/2018,Expenditure Payments,Systems Control Accounts
NEXERE CONSULTING LIMITED,"£1,680.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
THE FRCE RECRUITMENT GROUP LTD,"£5,575.96", 01/10/2018,Expenditure Payments,Systems Control Accounts
TRADEWIND RECRUITMENT SOCIAL CARE LTD,"£1,699.30", 01/10/2018,Expenditure Payments,Systems Control Accounts
NUCO SOLUTIONS LTD,"£2,155.81", 01/10/2018,Expenditure Payments,Systems Control Accounts
METRO BANK T/A SME INVOICE FINANCE LTD,"£2,101.88", 01/10/2018,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,£979.02, 01/10/2018,Expenditure Payments,Systems Control Accounts
ROC SEARCH LIMITED,"£2,292.25", 01/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LIMITED,"£13,225.29", 01/10/2018,Expenditure Payments,Systems Control Accounts
GAPCAP LIMITED,£531.05, 01/10/2018,Expenditure Payments,Systems Control Accounts
SPENCER CLARKE GROUP LIMITED,"£1,521.25", 01/10/2018,Expenditure Payments,Systems Control Accounts
SANCTUM CONSULTANTS LIMITED,"£1,314.45", 01/10/2018,Expenditure Payments,Systems Control Accounts
CLEAR EDGE RESOURCING LTD,"£1,089.79", 01/10/2018,Expenditure Payments,Systems Control Accounts
PARKER ROSE RECRUITMENT LTD,"£3,057.11", 01/10/2018,Expenditure Payments,Systems Control Accounts
ADVANTEDGE COMMERCIAL FINANCE (NORTH) LTD,£708.10, 01/10/2018,Expenditure Payments,Systems Control Accounts
COLLABERA EUROPE LIMITED,"£1,050.95", 01/10/2018,Expenditure Payments,Systems Control Accounts
LONDON STAFF BUREAU,£618.25, 01/10/2018,Expenditure Payments,Systems Control Accounts
FOMAC CONSTRUCTION LTD,"£4,557.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
BBL TECHNICAL RECRUITMENT LIMITED,"£9,065.48", 01/10/2018,Expenditure Payments,Systems Control Accounts
LONDON SUPPLY TEACHERS LTD T/AS JOB APP,£886.26, 01/10/2018,Expenditure Payments,Systems Control Accounts
THE PLACEMENT GROUP HEALTHCARE LTD,"£3,151.20", 01/10/2018,Expenditure Payments,Systems Control Accounts
HAYS SPECIALIST RECRUITMENT LTD,"£15,020.48", 01/10/2018,Expenditure Payments,Systems Control Accounts
SOCITM LIMITED,£858.00, 01/10/2018,Expenditure Payments,Systems Control Accounts
GATENBY SANDERSON LIMITED,"£4,071.98", 01/10/2018,Expenditure Payments,Systems Control Accounts
MANPOWER UK LTD,"£25,750.07", 01/10/2018,Expenditure Payments,Systems Control Accounts
BADENOCH & CLARK LIMITED,"£1,326.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
SANTANDER UK PLC,"£4,706.13", 01/10/2018,Expenditure Payments,Systems Control Accounts
NETWORK VENTURES LTD,"£1,770.27", 01/10/2018,Expenditure Payments,Systems Control Accounts
THE OYSTER PARTNERSHIP,"£24,325.83", 01/10/2018,Expenditure Payments,Systems Control Accounts
SANCTUARY PERSONNEL LIMITED,"£2,494.10", 01/10/2018,Expenditure Payments,Systems Control Accounts
MEDICARE FIRST LIMITED,"£3,234.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"£3,116.40", 01/10/2018,Expenditure Payments,Systems Control Accounts
BALTIMORE CONSULTING LTD,"£7,374.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
REMEDY RECRUITMENT GROUP LTD,"£11,119.07", 01/10/2018,Expenditure Payments,Systems Control Accounts
LAW ABSOLUTE LIMITED,"£3,565.51", 01/10/2018,Expenditure Payments,Systems Control Accounts
COMMUNITY RESOURCING LTD T/AS RESOURCING GROUP,"£1,537.40", 01/10/2018,Expenditure Payments,Systems Control Accounts
VENN GROUP LIMITED,"£8,711.54", 01/10/2018,Expenditure Payments,Systems Control Accounts
MORGAN HUNT UK LIMITED,"£14,202.30", 01/10/2018,Expenditure Payments,Systems Control Accounts
RANDSTAD CPE LIMITED,"£1,496.76", 01/10/2018,Expenditure Payments,Systems Control Accounts
RANDSTAD CPE LIMITED,"£13,567.33", 01/10/2018,Expenditure Payments,Systems Control Accounts
METRO BANK PLC,"£1,305.60", 01/10/2018,Expenditure Payments,Systems Control Accounts
GFP PAYROLL LIMITED,"£3,442.36", 01/10/2018,Expenditure Payments,Systems Control Accounts
EDEN BROWN LIMITED,"£5,031.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
SONOVATE LTD,"£5,482.70", 01/10/2018,Expenditure Payments,Systems Control Accounts
MACDONALD & COMPANY FREELANCE LTD,"£17,834.94", 01/10/2018,Expenditure Payments,Systems Control Accounts
VILLAGE STAFF LIMITED,"£5,898.48", 01/10/2018,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"£7,745.98", 01/10/2018,Expenditure Payments,Systems Control Accounts
WINLIGHT CONSULTING LTD T/A WINLIGHT RECRUITMENT,"£1,253.37", 01/10/2018,Expenditure Payments,Systems Control Accounts
TRIUMPH CONSULTANTS LIMITED,£963.50, 01/10/2018,Expenditure Payments,Systems Control Accounts
HSBC INVOICE FINANCE (UK) LTD,"£2,741.92", 01/10/2018,Expenditure Payments,Systems Control Accounts
MMP CONSULTANCY LIMITED,"£1,056.62", 01/10/2018,Expenditure Payments,Systems Control Accounts
HOJONA LTD,"£3,445.44", 01/10/2018,Expenditure Payments,Systems Control Accounts
CHARLES HUNTER ASSOCIATES LIMITED,"£3,326.80", 01/10/2018,Expenditure Payments,Systems Control Accounts
ACTION FIRST RECRUITMENT LTD,£730.29, 01/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LTD,"£5,044.20", 01/10/2018,Expenditure Payments,Systems Control Accounts
LIQUID PERSONNEL LTD,"£6,621.40", 01/10/2018,Expenditure Payments,Systems Control Accounts
ADVANTEDGE COMMERCIAL FINANCE LIMITED,"£2,498.18", 01/10/2018,Expenditure Payments,Systems Control Accounts
BUILD RECRUITMENT LIMITED,"£4,782.97", 01/10/2018,Expenditure Payments,Systems Control Accounts
BARCLAYS BANK PLC,"£3,505.39", 01/10/2018,Expenditure Payments,Systems Control Accounts
SELLICK PARTNERSHIP LIMITED,"£3,176.45", 01/10/2018,Expenditure Payments,Systems Control Accounts
OSBOURNE RICHARDSON LIMITED,"£32,146.62", 01/10/2018,Expenditure Payments,Systems Control Accounts
CARITAS RECRUITMENT LIMITED,"£10,872.96", 01/10/2018,Expenditure Payments,Systems Control Accounts
CAPITAL ENGINEERING PERSONNEL LTD,"£2,915.53", 01/10/2018,Expenditure Payments,Systems Control Accounts
SKIPTON BUSINESS FINANCE,"£13,895.04", 01/10/2018,Expenditure Payments,Systems Control Accounts
SERVICE CARE SOLUTIONS LIMITED,"£2,810.65", 01/10/2018,Expenditure Payments,Systems Control Accounts
MATCHTECH GROUP (UK) LTD,"£7,726.75", 01/10/2018,Expenditure Payments,Systems Control Accounts
BIBBY FACTORS LTD,"£2,017.30", 01/10/2018,Expenditure Payments,Systems Control Accounts
TEMPEST RESOURCING LTD,"£5,109.58", 01/10/2018,Expenditure Payments,Systems Control Accounts
BIBBY FACTORS LTD,£937.82, 01/10/2018,Expenditure Payments,Systems Control Accounts
EXECUTIVE RESOURCE GROUP LTD,£894.60, 01/10/2018,Expenditure Payments,Systems Control Accounts
COYLE PERSONNEL PLC,"£1,657.53", 01/10/2018,Expenditure Payments,Systems Control Accounts
CLIENT DIRECTS LIMITED,"£35,292.20", 01/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LIMITED,"£1,015.15", 01/10/2018,Expenditure Payments,Systems Control Accounts
NEXERE CONSULTING LIMITED,"£1,680.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
THE FRCE RECRUITMENT GROUP LTD,"£2,935.44", 01/10/2018,Expenditure Payments,Systems Control Accounts
METRO BANK T/A SME INVOICE FINANCE LTD,"£2,110.12", 01/10/2018,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,£979.02, 01/10/2018,Expenditure Payments,Systems Control Accounts
ROC SEARCH LIMITED,"£2,292.25", 01/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LIMITED,"£10,134.77", 01/10/2018,Expenditure Payments,Systems Control Accounts
GAPCAP LIMITED,£703.14, 01/10/2018,Expenditure Payments,Systems Control Accounts
SPENCER CLARKE GROUP LIMITED,"£1,521.25", 01/10/2018,Expenditure Payments,Systems Control Accounts
NONSTOP RECRUITMENT LIMITED,"£3,048.54", 01/10/2018,Expenditure Payments,Systems Control Accounts
SANCTUM CONSULTANTS LIMITED,"£1,665.68", 01/10/2018,Expenditure Payments,Systems Control Accounts
PARKER ROSE RECRUITMENT LTD,"£1,428.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
ADVANTEDGE COMMERCIAL FINANCE (NORTH) LTD,£708.10, 01/10/2018,Expenditure Payments,Systems Control Accounts
COLLABERA EUROPE LIMITED,"£1,050.95", 01/10/2018,Expenditure Payments,Systems Control Accounts
LONDON STAFF BUREAU,"£1,211.39", 01/10/2018,Expenditure Payments,Systems Control Accounts
FOMAC CONSTRUCTION LTD,"£4,557.00", 01/10/2018,Expenditure Payments,Systems Control Accounts
BBL TECHNICAL RECRUITMENT LIMITED,"£11,565.31", 01/10/2018,Expenditure Payments,Systems Control Accounts
LONDON SUPPLY TEACHERS LTD T/AS JOB APP,£858.78, 01/10/2018,Expenditure Payments,Systems Control Accounts
THE PLACEMENT GROUP HEALTHCARE LTD,"£1,981.20", 01/10/2018,Expenditure Payments,Systems Control Accounts
NPOWER LTD,"£29,914.89", 03/10/2018,Expenditure Payments,Systems Control Accounts
NPOWER LTD,"£26,208.98", 03/10/2018,Expenditure Payments,Systems Control Accounts
CALLCREDIT LIMITED,"£11,199.60", 04/10/2018,Expenditure Payments,Systems Control Accounts
HAYS SPECIALIST RECRUITMENT LTD,"£5,661.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
MANPOWER UK LTD,"£28,331.63", 05/10/2018,Expenditure Payments,Systems Control Accounts
BADENOCH & CLARK LIMITED,£975.00, 05/10/2018,Expenditure Payments,Systems Control Accounts
SANTANDER UK PLC,"£5,046.01", 05/10/2018,Expenditure Payments,Systems Control Accounts
THE OYSTER PARTNERSHIP,"£21,234.65", 05/10/2018,Expenditure Payments,Systems Control Accounts
SANCTUARY PERSONNEL LIMITED,"£3,152.19", 05/10/2018,Expenditure Payments,Systems Control Accounts
MEDICARE FIRST LIMITED,"£7,944.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"£3,163.44", 05/10/2018,Expenditure Payments,Systems Control Accounts
BALTIMORE CONSULTING LTD,"£3,894.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
REMEDY RECRUITMENT GROUP LTD,"£8,659.64", 05/10/2018,Expenditure Payments,Systems Control Accounts
LAW ABSOLUTE LIMITED,"£3,464.33", 05/10/2018,Expenditure Payments,Systems Control Accounts
KENYON BLOCK CONSULTANTS LIMITED,"£1,239.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
COMMUNITY RESOURCING LTD T/AS RESOURCING GROUP,"£1,278.30", 05/10/2018,Expenditure Payments,Systems Control Accounts
VENN GROUP LIMITED,"£4,369.61", 05/10/2018,Expenditure Payments,Systems Control Accounts
MORGAN HUNT UK LIMITED,"£13,965.72", 05/10/2018,Expenditure Payments,Systems Control Accounts
RANDSTAD CPE LIMITED,"£5,535.48", 05/10/2018,Expenditure Payments,Systems Control Accounts
RANDSTAD CPE LIMITED,"£9,664.40", 05/10/2018,Expenditure Payments,Systems Control Accounts
METRO BANK PLC,"£4,108.80", 05/10/2018,Expenditure Payments,Systems Control Accounts
GFP PAYROLL LIMITED,"£3,608.22", 08/10/2018,Expenditure Payments,Systems Control Accounts
EDEN BROWN LIMITED,"£6,210.43", 05/10/2018,Expenditure Payments,Systems Control Accounts
CALCO SERVICES LIMITED,"£1,750.48", 05/10/2018,Expenditure Payments,Systems Control Accounts
SONOVATE LTD,"£2,416.20", 05/10/2018,Expenditure Payments,Systems Control Accounts
MACDONALD & COMPANY FREELANCE LTD,"£9,978.01", 05/10/2018,Expenditure Payments,Systems Control Accounts
VILLAGE STAFF LIMITED,"£5,440.18", 05/10/2018,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"£1,392.30", 05/10/2018,Expenditure Payments,Systems Control Accounts
WINLIGHT CONSULTING LTD T/A WINLIGHT RECRUITMENT,"£3,126.50", 05/10/2018,Expenditure Payments,Systems Control Accounts
TRIUMPH CONSULTANTS LIMITED,£963.50, 05/10/2018,Expenditure Payments,Systems Control Accounts
HSBC INVOICE FINANCE (UK) LTD,"£4,826.93", 05/10/2018,Expenditure Payments,Systems Control Accounts
MMP CONSULTANCY LIMITED,"£1,232.70", 05/10/2018,Expenditure Payments,Systems Control Accounts
HOJONA LTD,£750.00, 05/10/2018,Expenditure Payments,Systems Control Accounts
CHARLES HUNTER ASSOCIATES LIMITED,"£2,700.40", 05/10/2018,Expenditure Payments,Systems Control Accounts
ACTION FIRST RECRUITMENT LTD,"£2,311.50", 05/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LTD,"£3,552.37", 08/10/2018,Expenditure Payments,Systems Control Accounts
LIQUID PERSONNEL LTD,"£4,405.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
ADVANTEDGE COMMERCIAL FINANCE LIMITED,"£2,521.23", 05/10/2018,Expenditure Payments,Systems Control Accounts
BUILD RECRUITMENT LIMITED,"£2,781.50", 05/10/2018,Expenditure Payments,Systems Control Accounts
BARCLAYS BANK PLC,"£6,960.45", 05/10/2018,Expenditure Payments,Systems Control Accounts
SELLICK PARTNERSHIP LIMITED,"£4,418.14", 05/10/2018,Expenditure Payments,Systems Control Accounts
OSBOURNE RICHARDSON LIMITED,"£20,413.28", 05/10/2018,Expenditure Payments,Systems Control Accounts
CARITAS RECRUITMENT LIMITED,"£13,730.77", 05/10/2018,Expenditure Payments,Systems Control Accounts
CAPITAL ENGINEERING PERSONNEL LTD,"£4,421.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
SKIPTON BUSINESS FINANCE,"£9,523.99", 05/10/2018,Expenditure Payments,Systems Control Accounts
SERVICE CARE SOLUTIONS LIMITED,"£3,635.29", 05/10/2018,Expenditure Payments,Systems Control Accounts
MATCHTECH GROUP (UK) LTD,"£6,750.15", 05/10/2018,Expenditure Payments,Systems Control Accounts
BIBBY FACTORS LTD,£974.00, 05/10/2018,Expenditure Payments,Systems Control Accounts
TEMPEST RESOURCING LTD,"£3,476.67", 05/10/2018,Expenditure Payments,Systems Control Accounts
BIBBY FACTORS LTD,"£1,126.63", 05/10/2018,Expenditure Payments,Systems Control Accounts
EXECUTIVE RESOURCE GROUP LTD,£894.60, 05/10/2018,Expenditure Payments,Systems Control Accounts
COYLE PERSONNEL PLC,"£1,772.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
CLIENT DIRECTS LIMITED,"£38,298.04", 05/10/2018,Expenditure Payments,Systems Control Accounts
IPEOPLE SOLUTIONS LIMITED,"£7,919.90", 05/10/2018,Expenditure Payments,Systems Control Accounts
NEXERE CONSULTING LIMITED,"£1,680.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
THE FRCE RECRUITMENT GROUP LTD,"£2,901.05", 05/10/2018,Expenditure Payments,Systems Control Accounts
TRADEWIND RECRUITMENT SOCIAL CARE LTD,"£1,416.06", 05/10/2018,Expenditure Payments,Systems Control Accounts
NUCO SOLUTIONS LTD,"£1,371.89", 05/10/2018,Expenditure Payments,Systems Control Accounts
METRO BANK T/A SME INVOICE FINANCE LTD,"£1,824.52", 05/10/2018,Expenditure Payments,Systems Control Accounts
ROC SEARCH LIMITED,"£1,833.80", 05/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LIMITED,"£12,218.85", 05/10/2018,Expenditure Payments,Systems Control Accounts
GAPCAP LIMITED,"£1,357.13", 05/10/2018,Expenditure Payments,Systems Control Accounts
SPENCER CLARKE GROUP LIMITED,£903.00, 05/10/2018,Expenditure Payments,Systems Control Accounts
NONSTOP RECRUITMENT LIMITED,"£3,048.54", 05/10/2018,Expenditure Payments,Systems Control Accounts
SANCTUM CONSULTANTS LIMITED,"£1,490.47", 05/10/2018,Expenditure Payments,Systems Control Accounts
PARKER ROSE RECRUITMENT LTD,"£1,428.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
ADVANTEDGE COMMERCIAL FINANCE (NORTH) LTD,£708.10, 05/10/2018,Expenditure Payments,Systems Control Accounts
COLLABERA EUROPE LIMITED,"£1,050.95", 05/10/2018,Expenditure Payments,Systems Control Accounts
LONDON STAFF BUREAU,"£1,521.45", 05/10/2018,Expenditure Payments,Systems Control Accounts
FOMAC CONSTRUCTION LTD,"£4,557.00", 05/10/2018,Expenditure Payments,Systems Control Accounts
BBL TECHNICAL RECRUITMENT LIMITED,"£8,093.67", 05/10/2018,Expenditure Payments,Systems Control Accounts
LONDON SUPPLY TEACHERS LTD T/AS JOB APP,£968.70, 05/10/2018,Expenditure Payments,Systems Control Accounts
THE PLACEMENT GROUP HEALTHCARE LTD,"£1,267.20", 05/10/2018,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"£10,212.26", 09/10/2018,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"£49,988.70", 09/10/2018,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"£75,770.18", 09/10/2018,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"-£16,099.83", 09/10/2018,Expenditure Payments,Systems Control Accounts
WOLSELEY UK LTD - 7765C34 P/O ONLY,"£351,089.42", 17/10/2018,Expenditure Payments,Systems Control Accounts
HAYS SPECIALIST RECRUITMENT LTD,"£15,043.92", 17/10/2018,Expenditure Payments,Systems Control Accounts
GATENBY SANDERSON LIMITED,"£4,071.98", 17/10/2018,Expenditure Payments,Systems Control Accounts
MANPOWER UK LTD,"£36,797.27", 17/10/2018,Expenditure Payments,Systems Control Accounts
BADENOCH & CLARK LIMITED,"£1,326.00", 17/10/2018,Expenditure Payments,Systems Control Accounts
SANTANDER UK PLC,"£5,615.92", 17/10/2018,Expenditure Payments,Systems Control Accounts
NETWORK VENTURES LTD,"£1,722.41", 17/10/2018,Expenditure Payments,Systems Control Accounts
THE OYSTER PARTNERSHIP,"£20,734.35", 17/10/2018,Expenditure Payments,Systems Control Accounts
SANCTUARY PERSONNEL LIMITED,"£1,882.09", 17/10/2018,Expenditure Payments,Systems Control Accounts
MEDICARE FIRST LIMITED,"£3,413.75", 17/10/2018,Expenditure Payments,Systems Control Accounts
BALTIMORE CONSULTING LTD,"£10,854.00", 17/10/2018,Expenditure Payments,Systems Control Accounts
REMEDY RECRUITMENT GROUP LTD,"£12,024.97", 17/10/2018,Expenditure Payments,Systems Control Accounts
LAW ABSOLUTE LIMITED,"£3,724.58", 17/10/2018,Expenditure Payments,Systems Control Accounts
KENYON BLOCK CONSULTANTS LIMITED,"£1,155.00", 17/10/2018,Expenditure Payments,Systems Control Accounts
COMMUNITY RESOURCING LTD T/AS RESOURCING GROUP,"£1,485.59", 17/10/2018,Expenditure Payments,Systems Control Accounts
VENN GROUP LIMITED,"£13,053.42", 17/10/2018,Expenditure Payments,Systems Control Accounts
MORGAN HUNT UK LIMITED,"£14,595.98", 17/10/2018,Expenditure Payments,Systems Control Accounts
RANDSTAD CPE LIMITED,"£11,101.09", 17/10/2018,Expenditure Payments,Systems Control Accounts
METRO BANK PLC,"£2,944.30", 17/10/2018,Expenditure Payments,Systems Control Accounts
GFP PAYROLL LIMITED,"£2,543.70", 17/10/2018,Expenditure Payments,Systems Control Accounts
EDEN BROWN LIMITED,"£5,206.24", 17/10/2018,Expenditure Payments,Systems Control Accounts
TIMES RESOURCES LIMITED,"£28,620.00", 17/10/2018,Expenditure Payments,Systems Control Accounts
CALCO SERVICES LIMITED,"£1,626.54", 17/10/2018,Expenditure Payments,Systems Control Accounts
SONOVATE LTD,"£6,249.95", 17/10/2018,Expenditure Payments,Systems Control Accounts
MACDONALD & COMPANY FREELANCE LTD,"£9,830.21", 17/10/2018,Expenditure Payments,Systems Control Accounts
VILLAGE STAFF LIMITED,"£8,297.73", 17/10/2018,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"£4,706.93", 17/10/2018,Expenditure Payments,Systems Control Accounts
WINLIGHT CONSULTING LTD T/A WINLIGHT RECRUITMENT,"£3,408.61", 17/10/2018,Expenditure Payments,Systems Control Accounts
TRIUMPH CONSULTANTS LIMITED,£798.32, 17/10/2018,Expenditure Payments,Systems Control Accounts
HSBC INVOICE FINANCE (UK) LTD,"£5,932.76", 17/10/2018,Expenditure Payments,Systems Control Accounts
MMP CONSULTANCY LIMITED,"£1,083.03", 17/10/2018,Expenditure Payments,Systems Control Accounts
HOJONA LTD,"£3,445.44", 17/10/2018,Expenditure Payments,Systems Control Accounts
CHARLES HUNTER ASSOCIATES LIMITED,"£3,129.44", 17/10/2018,Expenditure Payments,Systems Control Accounts
ACTION FIRST RECRUITMENT LTD,"£4,015.63", 17/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LTD,"£2,700.60", 17/10/2018,Expenditure Payments,Systems Control Accounts
LIQUID PERSONNEL LTD,"£4,405.00", 17/10/2018,Expenditure Payments,Systems Control Accounts
ADVANTEDGE COMMERCIAL FINANCE LIMITED,"£2,691.80", 17/10/2018,Expenditure Payments,Systems Control Accounts
BUILD RECRUITMENT LIMITED,"£3,500.07", 17/10/2018,Expenditure Payments,Systems Control Accounts
BARCLAYS BANK PLC,"£4,483.49", 17/10/2018,Expenditure Payments,Systems Control Accounts
SELLICK PARTNERSHIP LIMITED,"£9,587.48", 17/10/2018,Expenditure Payments,Systems Control Accounts
OSBOURNE RICHARDSON LIMITED,"£22,525.17", 17/10/2018,Expenditure Payments,Systems Control Accounts
CARITAS RECRUITMENT LIMITED,"£11,589.45", 17/10/2018,Expenditure Payments,Systems Control Accounts
CAPITAL ENGINEERING PERSONNEL LTD,"£2,364.24", 17/10/2018,Expenditure Payments,Systems Control Accounts
SKIPTON BUSINESS FINANCE,"£11,222.59", 17/10/2018,Expenditure Payments,Systems Control Accounts
SERVICE CARE SOLUTIONS LIMITED,"£4,055.94", 17/10/2018,Expenditure Payments,Systems Control Accounts
MATCHTECH GROUP (UK) LTD,"£8,001.42", 17/10/2018,Expenditure Payments,Systems Control Accounts
TEMPEST RESOURCING LTD,"£3,480.00", 17/10/2018,Expenditure Payments,Systems Control Accounts
EXECUTIVE RESOURCE GROUP LTD,£894.60, 17/10/2018,Expenditure Payments,Systems Control Accounts
COYLE PERSONNEL PLC,"£1,772.00", 17/10/2018,Expenditure Payments,Systems Control Accounts
CLIENT DIRECTS LIMITED,"£43,073.98", 17/10/2018,Expenditure Payments,Systems Control Accounts
IPEOPLE SOLUTIONS LIMITED,£791.99, 17/10/2018,Expenditure Payments,Systems Control Accounts
THE FRCE RECRUITMENT GROUP LTD,"£2,994.26", 17/10/2018,Expenditure Payments,Systems Control Accounts
TRADEWIND RECRUITMENT SOCIAL CARE LTD,"£1,132.97", 17/10/2018,Expenditure Payments,Systems Control Accounts
NUCO SOLUTIONS LTD,"£3,005.08", 17/10/2018,Expenditure Payments,Systems Control Accounts
METRO BANK T/A SME INVOICE FINANCE LTD,"£2,126.40", 17/10/2018,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,£652.68, 17/10/2018,Expenditure Payments,Systems Control Accounts
ROC SEARCH LIMITED,"£2,292.25", 17/10/2018,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LIMITED,"£10,089.81", 17/10/2018,Expenditure Payments,Systems Control Accounts
GAPCAP LIMITED,£735.79, 17/10/2018,Expenditure Payments,Systems Control Accounts
SPENCER CLARKE GROUP LIMITED,"£2,152.40", 17/10/2018,Expenditure Payments,Systems Control Accounts
NONSTOP RECRUITMENT LIMITED,"£3,048.54", 17/10/2018,Expenditure Payments,Systems Control Accounts
SANCTUM CONSULTANTS LIMITED,"£1,596.09", 17/10/2018,Expenditure Payments,Systems Control Accounts
PARKER ROSE RECRUITMENT LTD,"£1,428.00", 17/10/2018,Expenditure Payments,Systems Control Accounts
ADVANTEDGE COMMERCIAL FINANCE (NORTH) LTD,£708.10, 17/10/2018,Expenditure Payments,Systems Control Accounts
COLLABERA EUROPE LIMITED,"£1,050.95", 17/10/2018,Expenditure Payments,Systems Control Accounts
LONDON STAFF BUREAU,"£1,327.45", 17/10/2018,Expenditure Payments,Systems Control Accounts
FOMAC CONSTRUCTION LTD,"£4,557.00", 18/10/2018,Expenditure Payments,Systems Control Accounts
BBL TECHNICAL RECRUITMENT LIMITED,"£13,214.47", 17/10/2018,Expenditure Payments,Systems Control Accounts
LONDON SUPPLY TEACHERS LTD T/AS JOB APP,£906.86, 17/10/2018,Expenditure Payments,Systems Control Accounts
THE PLACEMENT GROUP HEALTHCARE LTD,"£2,001.60", 17/10/2018,Expenditure Payments,Systems Control Accounts
SONOVATE LTD,"£1,032.35", 17/10/2018,Expenditure Payments,Systems Control Accounts
HAYS SPECIALIST RECRUITMENT LTD,"£5,546.76", 17/10/2018,Expenditure Payments,Systems Control Accounts
MANPOWER UK LTD,"£29,439.04", 17/10/2018,Expenditure Payments,Systems Control Accounts
SANTANDER UK PLC,"£1,629.28", 17/10/2018,Expenditure Payments,Systems Control Accounts
NETWORK VENTURES LTD,"£1,770.27", 17/10/2018,Expenditure Payments,Systems Control Accounts
THE OYSTER PARTNERSHIP,"£38,470.13", 17/10/2018,Expenditure Payments,Systems Control Accounts
SANCTUARY PERSONNEL LIMITED,"£1,845.81", 17/10/2018,Expenditure Payments,Systems Control Accounts
