name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 12/12/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,162.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 12/12/2019,Agency Placements,Childrens Services
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 12/12/2019,Agency Placements,Childrens Services
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 12/12/2019,Agency Placements,Childrens Services
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 12/12/2019,Agency Placements,Childrens Services
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 12/12/2019,Agency Placements,Childrens Services
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 12/12/2019,Agency Placements,Childrens Services
OASIS CARE & TRAINING AGENCY,"1,131.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 12/12/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,594.00, 12/12/2019,Other Services,Childrens Services
KENT HOMEFINDING & FOSTERING LTD,"1,471.50", 12/12/2019,Agency Placements,Childrens Services
OASIS CARE & TRAINING AGENCY,"1,189.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"2,639.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
WOLSELEY UK LTD - 7765C34 P/O ONLY,"1,163.87", 12/12/2019,Materials,Housing Services HRA
REDACTED PERSONAL INFORMATION,501.50, 12/12/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,884.00, 12/12/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,864.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,646.00, 12/12/2019,Client Support,Health and Adult Services
OASIS CARE & TRAINING AGENCY,913.50, 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
WOLSELEY UK LTD - 7765C34 P/O ONLY,734.90, 12/12/2019,Materials,Housing Services HRA
REDACTED PERSONAL INFORMATION,607.50, 12/12/2019,Other Services,Childrens Services
OASIS CARE & TRAINING AGENCY,"2,726.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,600.00", 12/12/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,212.00", 12/12/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,648.00, 12/12/2019,Other Services,Childrens Services
OASIS CARE & TRAINING AGENCY,"5,643.64", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,212.00", 12/12/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,600.00", 12/12/2019,Supported Living,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,073.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"17,692.01", 12/12/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,400.00", 12/12/2019,Supported Living,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"2,639.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,828.00", 12/12/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,000.00", 12/12/2019,Supported Living,Health and Adult Services
OASIS CARE & TRAINING AGENCY,710.50, 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,083.60", 12/12/2019,Supported Living,Health and Adult Services
BLACKHEATH CONSERVATOIRE OF MUSIC AND THE ARTS LTD,"3,260.40", 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,900.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,996.48, 12/12/2019,Other Services,Childrens Services
OASIS CARE & TRAINING AGENCY,732.25, 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,827.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
BCH ENTERPRISES LIMITED,"1,800.00", 12/12/2019,Other Services,Childrens Services
OASIS CARE & TRAINING AGENCY,"1,000.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
BIG HAND PEOPLE LTD,972.00, 12/12/2019,Eltham Lights Up,Chief Executives
OASIS CARE & TRAINING AGENCY,"1,827.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"3,640.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
HOME-START GREENWICH PLUMSTEAD NURSERY,867.51, 12/12/2019,Additional support for 3&4yr old withSEN,Childrens Services
OASIS CARE & TRAINING AGENCY,812.00, 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,400.00", 12/12/2019,Higher Education,Childrens Services
OASIS CARE & TRAINING AGENCY,"2,436.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"2,030.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
HOME-START GREENWICH PLUMSTEAD NURSERY,"1,445.85", 12/12/2019,Additional support for 3&4yr old withSEN,Childrens Services
OASIS CARE & TRAINING AGENCY,560.00, 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"3,355.80", 12/12/2019,Agency Placements,Childrens Services
OASIS CARE & TRAINING AGENCY,862.75, 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,218.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,971.50, 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,827.00", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,710.50, 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,659.00, 12/12/2019,Transport For Children,Childrens Services
OASIS CARE & TRAINING AGENCY,"1,319.50", 12/12/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,290.05", 12/12/2019,Agency Placements,Childrens Services
MONDALE ESTATES LTD,"1,109.80", 12/12/2019,LC Independent Living,Childrens Services
KENT COUNTY COUNCIL (KCS),"73,184.28", 12/12/2019,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"87,879.66", 12/12/2019,Expenditure Payments,Systems Control Accounts
WOLSELEY UK LTD - 7765C34 P/O ONLY,"1,055.39", 12/12/2019,Materials,Housing Services HRA
MONDALE ESTATES LTD,"2,050.00", 12/12/2019,LC Independent Living,Childrens Services
MONDALE ESTATES LTD,500.00, 12/12/2019,Asylum Immigration,Childrens Services
THE NATIONAL FOSTERING AGENCY LTD,"3,520.67", 12/12/2019,Agency Placements,Childrens Services
THE NATIONAL FOSTERING AGENCY LTD,"3,255.00", 12/12/2019,Agency Placements,Childrens Services
THE NATIONAL FOSTERING AGENCY LTD,"3,454.33", 12/12/2019,Agency Placements,Childrens Services
THE NATIONAL FOSTERING AGENCY LTD,"3,217.49", 12/12/2019,Agency Placements,Childrens Services
THE NATIONAL FOSTERING AGENCY LTD,"3,414.96", 12/12/2019,Agency Placements,Childrens Services
THE NATIONAL FOSTERING AGENCY LTD,"1,589.98", 12/12/2019,Agency Placements,Childrens Services
MEARS LTD,"120,636.13", 12/12/2019,Services Private Contractor,Housing Services HRA
THE NATIONAL FOSTERING AGENCY LTD,"3,454.33", 12/12/2019,Agency Placements,Childrens Services
THE NATIONAL FOSTERING AGENCY LTD,"3,414.96", 12/12/2019,Agency Placements,Childrens Services
MEARS LTD,"171,600.11", 12/12/2019,Services Private Contractor,Housing Services HRA
THE NATIONAL FOSTERING AGENCY LTD,"1,860.00", 12/12/2019,LC Staying Put,Childrens Services
CASTLE WATER LIMITED,"11,890.74", 12/12/2019,Water,Regeneration Enterprise and Sk
FAITHORN FARRELL TIMMS,"1,500.00", 12/12/2019,Professional Fees,Housing Services HRA
CASTLE WATER LIMITED,"2,760.62", 12/12/2019,Water,Regeneration Enterprise and Sk
MEARS LTD,"41,984.05", 12/12/2019,Services Private Contractor,Housing Services HRA
THE NATIONAL FOSTERING AGENCY LTD,"3,520.67", 12/12/2019,Agency Placements,Childrens Services
BRITISH GAS BUSINESS,785.68, 12/12/2019,Electricity,Chief Executives
THE NATIONAL FOSTERING AGENCY LTD,"8,733.01", 12/12/2019,Agency Placements,Childrens Services
HAVEN POWER LIMITED,"3,227.05", 12/12/2019,Electricity,Chief Executives
NET PEX  LIMITED,"3,070.44", 12/12/2019,Agency Placements,Childrens Services
DR DHARANISH JAVAREGOWDA LIMITED,704.42, 12/12/2019,Professional Fees,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,264.00", 12/12/2019,Supported Living,Health and Adult Services
BRITISH GAS BUSINESS,"2,925.26", 12/12/2019,Electricity,Chief Executives
DR DHARANISH JAVAREGOWDA LIMITED,701.90, 12/12/2019,Professional Fees,Health and Adult Services
REDACTED PERSONAL INFORMATION,833.25, 12/12/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,876.98", 12/12/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,273.35", 12/12/2019,Services Private Contractor,Health and Adult Services
TOTAL GAS & POWER LTD,546.46, 12/12/2019,Electricity,Regeneration Enterprise and Sk
REDACTED PERSONAL INFORMATION,"1,092.00", 12/12/2019,Client Support,Health and Adult Services
CASTLE WATER LIMITED,876.46, 12/12/2019,Water,Regeneration Enterprise and Sk
CASTLE WATER LIMITED,719.52, 12/12/2019,Water,Regeneration Enterprise and Sk
CASTLE WATER LIMITED,"3,791.08", 12/12/2019,Water,Regeneration Enterprise and Sk
GREENWICH INCLUSION PROJECT (GRIP),831.00, 12/12/2019,"Venues,Catering & Other",Chief Executives
BRENDA LEWIS CONSULTANCY & TRAINING LIMITED,"1,050.00", 12/12/2019,Corporate Client & Customer Services,Chief Executives
REDACTED PERSONAL INFORMATION,"6,641.44", 12/12/2019,Supported Living,Health and Adult Services
BEVAN BRITTAN LLP - CLIENT ACCOUNT RBG,"3,014.28", 12/12/2019,Professional Fees,Chief Executives
BEVAN BRITTAN LLP - CLIENT ACCOUNT RBG,"1,872.00", 12/12/2019,Professional Fees,Chief Executives
BEVAN BRITTAN LLP - CLIENT ACCOUNT RBG,"1,965.24", 12/12/2019,Professional Fees,Chief Executives
REDACTED PERSONAL INFORMATION,"12,177.00", 12/12/2019,Other Services,Childrens Services
BUBBLES NURSERIES LIMITED,518.70, 11/12/2019,Other Services,Childrens Services
GRACE EDUCATION LTD,592.80, 11/12/2019,Other Services,Childrens Services
GREENWICH LEISURE LIMITED,666.90, 11/12/2019,Other Services,Childrens Services
PELEDZIUKAS BILINGUAL CHILDCARE & EDUCATION CTR LT,592.80, 11/12/2019,Other Services,Childrens Services
STAR DAY NURSERY,518.70, 11/12/2019,Other Services,Childrens Services
TINY WONDERS NURSERY,666.90, 11/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,028.56", 12/12/2019,Community Care Direct Payments,Childrens Services
NHS GREENWICH CCG,"4,298.67", 12/12/2019,In Home Domicilary and Agency Care,Childrens Services
NHS GREENWICH CCG,"47,763.00", 12/12/2019,In Home Domicilary and Agency Care,Childrens Services
REDACTED PERSONAL INFORMATION,"28,330.00", 12/12/2019,Services Other Local Author,Childrens Services
MONDALE ESTATES LTD,887.84, 12/12/2019,LC Independent Living,Childrens Services
ALPHA NURSERY (GREENWICH) LIMITED,604.20, 11/12/2019,Other Services,Childrens Services
CRAFTY WIZARDS LTD T/A CRAFTY WIZARDS,503.50, 11/12/2019,Other Services,Childrens Services
CRAFTY WIZARDS WORLD LIMITED,704.90, 11/12/2019,Other Services,Childrens Services
FIRST STEP DAYCARE & NURSERY LTD,906.30, 11/12/2019,Other Services,Childrens Services
GRACE EDUCATION LTD,"1,611.20", 11/12/2019,Other Services,Childrens Services
GREENWICH LEISURE LIMITED,503.50, 11/12/2019,Other Services,Childrens Services
GREENWICH LEISURE LIMITED,"1,711.90", 11/12/2019,Other Services,Childrens Services
HOME-START GREENWICH PLUMSTEAD NURSERY,604.20, 11/12/2019,Other Services,Childrens Services
MILLENIUM MINIS LTD,704.90, 11/12/2019,Other Services,Childrens Services
PELEDZIUKAS BILINGUAL CHILDCARE & EDUCATION CTR LT,604.20, 11/12/2019,Other Services,Childrens Services
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),"1,309.10", 11/12/2019,Other Services,Childrens Services
QUAGGY COMMUNITY CENTRE & NURSERY,704.90, 11/12/2019,Other Services,Childrens Services
UNDER FIVES CRECHE PROJECT,503.50, 11/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,763.45", 12/12/2019,Higher Education,Childrens Services
REDACTED PERSONAL INFORMATION,857.16, 12/12/2019,Agency Placements,Childrens Services
CORNERSTONE BARRISTERS,"2,058.00", 12/12/2019,Legal Fees,Regeneration Enterprise and Sk
RED ALERT TELECARE LTD,"18,000.00", 12/12/2019,MIsc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,080.00", 12/12/2019,Services by External Providers,Childrens Services
SPEEDGATE ENTERPRISES LTD T/A FROGPOOL MANOR,645.10, 12/12/2019,Materials,Comm Safety and Environment
SPEEDGATE ENTERPRISES LTD T/A FROGPOOL MANOR,33.94, 12/12/2019,Materials,Comm Safety and Environment
REDACTED PERSONAL INFORMATION,"10,200.00", 12/12/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"21,303.69", 12/12/2019,Agency Placements,Childrens Services
ANGELS ABODE LIMITED,"1,126.00", 12/12/2019,Rents Other,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,871.40", 12/12/2019,Agency Placements,Childrens Services
KENT COUNTY COUNCIL (KCS),"17,381.72", 13/12/2019,Expenditure Payments,Systems Control Accounts
KENT COUNTY COUNCIL (KCS),"41,125.55", 13/12/2019,Expenditure Payments,Systems Control Accounts
REDACTED PERSONAL INFORMATION,"3,164.00", 12/12/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,"3,837.60", 12/12/2019,Services Private Contractor,Health and Adult Services
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"7,437.02", 12/12/2019,Supported Living,Health and Adult Services
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"4,958.02", 12/12/2019,Supported Living,Health and Adult Services
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"9,916.03", 12/12/2019,Supported Living,Health and Adult Services
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"6,197.52", 12/12/2019,Supported Living,Health and Adult Services
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"4,958.02", 12/12/2019,Supported Living,Health and Adult Services
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"6,197.52", 12/12/2019,Supported Living,Health and Adult Services
CASTLE WATER LIMITED,749.59, 12/12/2019,Water,Comm Safety and Environment
CASTLE WATER LIMITED,707.86, 12/12/2019,Water,Comm Safety and Environment
CASTLE WATER LIMITED,936.03, 12/12/2019,Water,Comm Safety and Environment
CASTLE WATER LIMITED,631.44, 12/12/2019,Water,Comm Safety and Environment
ROYAL MAIL GROUP LTD,57.24, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,732.43, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,28.50, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,39.60, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,2.48, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,26.04, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,129.56, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,14.50, 12/12/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,558.23, 12/12/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,63.40, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,894.65, 12/12/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,6.79, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,492.42, 12/12/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,676.51, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,59.34, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,11.25, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,2.20, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,106.72, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,440.23, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,197.28, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,119.21, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,599.73, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,86.00, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,64.32, 12/12/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,87.96, 12/12/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,485.04, 12/12/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,2.83, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,70.15, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,40.63, 12/12/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,81.25, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,252.96, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,146.38, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,610.78, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,47.33, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,58.12, 12/12/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,21.20, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,69.66, 12/12/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,358.94, 12/12/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,11.39, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,27.13, 12/12/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,76.36, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,30.50, 12/12/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,79.00, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,152.35, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"3,798.12", 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,831.26, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,183.00, 12/12/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,11.30, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,417.23, 12/12/2019,Postage - Royal Mail,Health and Adult Services
ROYAL MAIL GROUP LTD,688.19, 12/12/2019,Printing,Housing Services HRA
ROYAL MAIL GROUP LTD,312.16, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"1,248.64", 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,170.72, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,248.71, 12/12/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,"2,379.32", 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,701.26, 12/12/2019,Postage - Royal Mail,Health and Adult Services
ROYAL MAIL GROUP LTD,"1,737.78", 12/12/2019,MIsc,Housing Services HRA
ROYAL MAIL GROUP LTD,117.65, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,631.32, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,82.67, 12/12/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,6.00, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,51.16, 12/12/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,204.61, 12/12/2019,Postage - Royal Mail,Chief Executives
BETA DISTRIBUTION (SOUTH),618.24, 12/12/2019,Woolwich Winter Warmer,Chief Executives
BETA DISTRIBUTION (SOUTH),682.46, 12/12/2019,Woolwich Winter Warmer,Chief Executives
REACH PUBLISHING SERVICES LIMITED,"4,323.54", 12/12/2019,Printing External Contract,Chief Executives
REACH PUBLISHING SERVICES LIMITED,378.95, 12/12/2019,Printing External Contract,Chief Executives
REACH PUBLISHING SERVICES LIMITED,556.90, 12/12/2019,Printing External Contract,Chief Executives
REACH PUBLISHING SERVICES LIMITED,"4,323.54", 12/12/2019,Printing External Contract,Chief Executives
REACH PUBLISHING SERVICES LIMITED,378.95, 12/12/2019,Printing External Contract,Chief Executives
SHADES TRAINING & PUBLICATIONS LTD,"1,200.00", 12/12/2019,Materials Staff Training,Childrens Services
SHADES TRAINING & PUBLICATIONS LTD,80.00, 12/12/2019,Materials Staff Training,Childrens Services
REDACTED PERSONAL INFORMATION,525.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,600.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,540.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,810.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,810.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,540.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,540.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,864.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,540.00, 12/12/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,750.00, 12/12/2019,Other Services,Childrens Services
LOVE ABA LTD,16.83, 12/12/2019,Vehicle Hire External Hired,Childrens Services
PERMANENT FUTURES LTD,"3,360.00", 12/12/2019,Subscriptions,Childrens Services
SILENT SOUNDS COMMUNICATIONS LTD,"4,156.80", 13/12/2019,Services by External Providers,Health and Adult Services
SILENT SOUNDS COMMUNICATIONS LTD,15.00, 13/12/2019,Services by External Providers,Health and Adult Services
SILENT SOUNDS COMMUNICATIONS LTD,-18.00, 13/12/2019,Services by External Providers,Health and Adult Services
SHARPE PRITCHARD LLP,"7,140.00", 13/12/2019,Professional Fees,Regeneration Enterprise and Sk
JOHNSON AUSTIN LIMITED,630.00, 13/12/2019,Safety,Capital Housing Revenue Acc
GREEN SKY ARCHITECTURE LIMITED T/A FUSE ARCHITECTS,"5,176.08", 13/12/2019,Ext Consultants Fees,Capital Housing Revenue Acc
LINK MAKER SYSTEMS LTD,"2,482.50", 13/12/2019,Subscriptions,Childrens Services
T-CUBED LTD,"2,100.00", 13/12/2019,Ext Consultants Fees,Capital Housing Revenue Acc
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,262.17, 13/12/2019,Furniture,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,157.31, 13/12/2019,Furniture,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,245.09, 13/12/2019,Furniture,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,60.41, 13/12/2019,Furniture,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,125.39, 13/12/2019,Furniture,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,60.41, 13/12/2019,Furniture,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,189.23, 13/12/2019,Furniture,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,41.03, 13/12/2019,Furniture,Health and Adult Services
XMA LIMITED,780.84, 13/12/2019,Asbestos Analysis,Chief Executives
XMA LIMITED,"1,382.32", 13/12/2019,Asbestos Analysis,Chief Executives
TELEFONICA UK LTD,"9,000.00", 13/12/2019,VME Liberator,Chief Executives
WHALE TANKERS LIMITED,"1,992.00", 13/12/2019,Equipment,Housing Services HRA
PETER NORRIS (HAULAGE) LIMITED,540.00, 13/12/2019,Refuse Charges,Housing Services HRA
MLL TELECOM LTD,"17,466.26", 13/12/2019,Services Private Contractor,Chief Executives
MLL TELECOM LTD,"1,111.50", 13/12/2019,Equipment,Childrens Services
KINGSFIELD COMPUTER PRODUCTS LIMITED,"3,600.00", 13/12/2019,Mobile Device Stock,Chief Executives
HENNESSEY LTD,"6,000.00", 13/12/2019,General Payments,Capital Housing Revenue Acc
ELMHURST ENERGY SYSTEMS LIMITED,"1,000.00", 13/12/2019,Corp Training Train Dev Fund,Housing Services HRA
THE FOUNTAIN WORKSHOP (MAINTENANCE) LTD,"9,651.18", 13/12/2019,Equipment,Comm Safety and Environment
THE FOUNTAIN WORKSHOP (MAINTENANCE) LTD,492.00, 13/12/2019,Equipment,Comm Safety and Environment
THE FOUNTAIN WORKSHOP (MAINTENANCE) LTD,510.00, 13/12/2019,Equipment,Comm Safety and Environment
THE FOUNTAIN WORKSHOP (MAINTENANCE) LTD,193.20, 13/12/2019,Equipment,Comm Safety and Environment
THE FOUNTAIN WORKSHOP (MAINTENANCE) LTD,420.00, 13/12/2019,Equipment,Comm Safety and Environment
THE FOUNTAIN WORKSHOP (MAINTENANCE) LTD,162.00, 13/12/2019,Equipment,Comm Safety and Environment
HENNESSEY LTD,"6,000.00", 20/12/2019,General Payments,Capital Housing Revenue Acc
HENNESSEY LTD,"12,000.00", 13/12/2019,General Payments,Capital Housing Revenue Acc
ALLPAY LIMITED,"7,898.69", 13/12/2019,Paypal Charges,Housing Services HRA
CITY ELECTRICAL FACTORS LIMITED,623.94, 13/12/2019,Equipment,Housing Services HRA
"CHANGE, GROW, LIVE","44,333.33", 13/12/2019,Cri Aspire,Health and Adult Services
R C CUTTING & CO LTD,"2,952.00", 13/12/2019,Refurbishment,Capital Housing Revenue Acc
XMA LIMITED,"30,298.68", 13/12/2019,Asbestos Analysis,Chief Executives
TREE CRAFT LIMITED,"1,800.00", 13/12/2019,Tree Loping,Housing Services HRA
