name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
SHREEVE PROTECTION SERVICES LIMITED,"3,816.00", 14/03/2019,Services Private Contractor,Chief Executives
ACCLIMATISE LTD,728.91, 13/03/2019,MIsc,Regeneration Enterprise and Sk
BOOK TRUST,419.10, 14/03/2019,Other Services,Childrens Services
BOOK TRUST,"1,200.90", 14/03/2019,Other Services,Childrens Services
BOOK TRUST,628.66, 14/03/2019,Other Services,Childrens Services
BOOK TRUST,"1,801.34", 14/03/2019,Other Services,Childrens Services
ACCLIMATISE LTD,"1,228.87", 13/03/2019,MIsc,Regeneration Enterprise and Sk
BOOK TRUST,663.58, 14/03/2019,Other Services,Childrens Services
BOOK TRUST,"1,901.42", 14/03/2019,Other Services,Childrens Services
BOOK TRUST,977.90, 14/03/2019,Other Services,Childrens Services
BOOK TRUST,"2,802.10", 14/03/2019,Other Services,Childrens Services
BOOK TRUST,139.70, 14/03/2019,Other Services,Childrens Services
BOOK TRUST,400.30, 14/03/2019,Other Services,Childrens Services
BOOK TRUST,244.48, 14/03/2019,Other Services,Childrens Services
BOOK TRUST,700.52, 14/03/2019,Other Services,Childrens Services
SINNOTT LEARNING SOLUTIONS LIMITED,780.00, 14/03/2019,Other Services,Childrens Services
ACCLIMATISE LTD,"4,579.20", 13/03/2019,MIsc,Regeneration Enterprise and Sk
PAUL LYTTLE,"1,750.00", 14/03/2019,General Payments,Transportation Schemes
BLAKENEY LEIGH LIMITED,705.60, 14/03/2019,Other Services,Regeneration Enterprise and Sk
ACCLIMATISE LTD,"4,670.40", 13/03/2019,MIsc,Regeneration Enterprise and Sk
ACCLIMATISE LTD,"1,439.13", 13/03/2019,MIsc,Regeneration Enterprise and Sk
EMAP PUBLISHING LIMITED,"3,240.00", 14/03/2019,Conference Expenses,Chief Executives
ACCLIMATISE LTD,897.12, 13/03/2019,MIsc,Regeneration Enterprise and Sk
RUNDLES & CO LTD,"20,516.08", 14/03/2019,Student Award Payment,Chief Executives
RUNDLES & CO LTD,"-17,096.75", 14/03/2019,Student Award Payment,Chief Executives
ACCLIMATISE LTD,"1,326.99", 13/03/2019,MIsc,Regeneration Enterprise and Sk
TROWERS & HAMLINS LLP,"1,200.00", 14/03/2019,Professional Fees,Regeneration Enterprise and Sk
STREETWISE KIDS LIMITED,"1,340.00", 14/03/2019,Interventions Activities,Childrens Services
ACCLIMATISE LTD,542.01, 13/03/2019,MIsc,Regeneration Enterprise and Sk
CIPFA BUSINESS LIMITED,"3,060.00", 14/03/2019,Subscriptions,Chief Executives
ATKINS SHARED SERVICE FACILITY,"2,400.00", 15/03/2019,Professional Fees,Comm Safety and Environment
LEEC LIMITED,586.14, 14/03/2019,Rm Buildings Gmrs Ext Contract,Comm Safety and Environment
THE FORUM @ GREENWICH,"1,247.70", 14/03/2019,ILM & Trainee Pay,Regeneration Enterprise and Sk
FRANKHAM CONSULTANCY GROUP LTD,"13,500.02", 14/03/2019,Other Expenses,Other General Fund
LEIGH ACADEMIES TRUST T/AS LEIGH ACADEM BLACKHEATH,"1,012.98", 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
FRANKHAM CONSULTANCY GROUP LTD,"3,103.20", 14/03/2019,Ext Consultants Fees,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,"1,916.72", 14/03/2019,Other Services,Childrens Services
TROWERS & HAMLINS LLP,"4,800.00", 14/03/2019,Legal Fees,Chief Executives
ACCLIMATISE LTD,"1,024.21", 13/03/2019,MIsc,Regeneration Enterprise and Sk
TRANSPORT TRADING LIMITED,"2,194,158.00", 08/03/2019,Student Award Payment,Chief Executives
GREENWICH ACADEMY TRUST,585.97, 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
GREENWICH ACADEMY TRUST,960.00, 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
ASK (GREENWICH) LTD,"1,075,970.05", 14/03/2019,Block Contracts,Health and Adult Services
RACHEL BRICKS PROPERTIES,"28,613.00", 14/03/2019,Rents Other,Housing Services
INGLETON WOOD,688.37, 14/03/2019,Other Expenses,Planned Maintenance
FRESHVIEW ESTATES LTD,"1,120.00", 14/03/2019,Rents Other,Housing Services
FRESHVIEW ESTATES LTD,924.00, 14/03/2019,Rents Other,Housing Services
INTEGRITY PRINT LTD,"1,632.00", 14/03/2019,Printing External Contract,Regeneration Enterprise and Sk
FRESHVIEW ESTATES LTD,"1,330.00", 14/03/2019,Rents Other,Housing Services
FRESHVIEW ESTATES LTD,"1,400.00", 14/03/2019,Rents Other,Housing Services
REDACTED PERSONAL INFORMATION,933.15, 14/03/2019,Supply/Sessional Normal TIme,Childrens Services
REDACTED PERSONAL INFORMATION,933.15, 14/03/2019,Supply/Sessional Normal TIme,Childrens Services
DEBORAH GADSBY,616.00, 14/03/2019,ASF Post Adoption Support,Childrens Services
DR JANE CLARK,"1,425.00", 14/03/2019,ASF Post Adoption Support,Childrens Services
M & S TRAFFIC LIMITED,"1,620.00", 14/03/2019,Ext Consultants Fees,Transportation Schemes
DR JANE CLARK,"1,282.50", 14/03/2019,ASF Post Adoption Support,Childrens Services
FILOMENA BROCKWELL,504.00, 14/03/2019,Professional Fees,Childrens Services
FILOMENA BROCKWELL,532.00, 14/03/2019,Professional Fees,Childrens Services
YVONNE MCKENZIE,36.00, 14/03/2019,Professional Fees,Childrens Services
YVONNE MCKENZIE,444.00, 14/03/2019,Professional Fees,Childrens Services
YVONNE MCKENZIE,28.56, 14/03/2019,Travel Expenses,Childrens Services
KOFI YEBOAH-ASANTE,650.00, 14/03/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,640.00, 14/03/2019,Organist,Eltham Crematorium Revenue
REDACTED PERSONAL INFORMATION,855.23, 14/03/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,349.93, 14/03/2019,Other Services,Childrens Services
UNCLE PETER`S DADDY DAYCARE LTD T/A,583.22, 14/03/2019,Other Services,Childrens Services
M & S TRAFFIC LIMITED,540.00, 14/03/2019,Ext Consultants Fees,Transportation Schemes
FRESHVIEW ESTATES LTD,"1,330.00", 14/03/2019,Rents Other,Housing Services
CURL LA TOURELLE + HEAD LIMITED,"1,310.40", 11/03/2019,Ext Architects Fees,Modernisation
THEORI HOUSING MANAGEMENT SERVICES LTD,"14,374.80", 14/03/2019,Rents Other,Housing Services
THEORI HOUSING MANAGEMENT SERVICES LTD,"14,474.40", 14/03/2019,Rents Other,Housing Services
ACCLIMATISE LTD,560.70, 13/03/2019,MIsc,Regeneration Enterprise and Sk
RELIANCE RESIDENTIAL LIMITED,"20,254.80", 14/03/2019,Rents Other,Housing Services
THAMES GATEWAY PROPERTIES LTD,868.00, 14/03/2019,Rents Other,Housing Services
LEIGH ACADEMIES TRUST T/AS THE HALLEY ACADEMY,"3,168.20", 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
LEIGH ACADEMIES TRUST T/AS THE HALLEY ACADEMY,"6,638.58", 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
LEIGH ACADEMIES TRUST T/AS THE HALLEY ACADEMY,"15,013.72", 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
LEIGH ACADEMIES TRUST T/AS THE HALLEY ACADEMY,"18,208.96", 14/03/2019,Tfr to Academies - Growth Fund,Childrens Services
ACCLIMATISE LTD,"1,104.58", 13/03/2019,MIsc,Regeneration Enterprise and Sk
THAMES GATEWAY PROPERTIES LTD,826.00, 14/03/2019,Rents Other,Housing Services
CURL LA TOURELLE + HEAD LIMITED,"11,954.39", 11/03/2019,Ext Architects Fees,Modernisation
MARITIME ACADEMY TRUST,465.19, 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
MARITIME ACADEMY TRUST,611.00, 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
MARITIME ACADEMY TRUST,"10,851.10", 14/03/2019,Tfr to Academies - DSG Early Years Block,Childrens Services
MARITIME ACADEMY TRUST,696.86, 14/03/2019,Tfr to Academies - DSG Early Years Block,Childrens Services
MARITIME ACADEMY TRUST,75.52, 14/03/2019,Tfr to Academies - DSG Early Years Block,Childrens Services
LINK PROPERTY MANAGEMENT HOLDINGS LTD,"24,909.00", 14/03/2019,Rents Other,Housing Services
MARITIME ACADEMY TRUST,695.56, 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
MARITIME ACADEMY TRUST,"2,000.00", 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
MARITIME ACADEMY TRUST,"11,075.23", 14/03/2019,Tfr to Academies - DSG Early Years Block,Childrens Services
MARITIME ACADEMY TRUST,26.06, 14/03/2019,Tfr to Academies - DSG Early Years Block,Childrens Services
LESSHOMELESS LIMITED,"1,330.00", 14/03/2019,Rents Other,Housing Services
1ST STEPS HOUSING KENT,"21,447.00", 14/03/2019,Rents Other,Housing Services
INSPIRE PARTNERSHIP ACADEMY TRUST T/AS,"5,533.12", 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
INSPIRE PARTNERSHIP ACADEMY TRUST T/AS,"15,567.00", 14/03/2019,Tfr to Academies - DSG High Needs Block,Childrens Services
INSPIRE PARTNERSHIP ACADEMY TRUST T/AS,-810.15, 14/03/2019,Tfr to Academies - DSG Early Years Block,Childrens Services
INSPIRE PARTNERSHIP ACADEMY TRUST T/AS,-62.01, 14/03/2019,Tfr to Academies - DSG Early Years Block,Childrens Services
INSPIRE PARTNERSHIP ACADEMY TRUST T/AS,528.68, 14/03/2019,Tfr to Academies - DSG Early Years Block,Childrens Services
CURL LA TOURELLE + HEAD LIMITED,"6,300.00", 11/03/2019,Ext Architects Fees,Modernisation
ACCLIMATISE LTD,"1,308.30", 13/03/2019,MIsc,Regeneration Enterprise and Sk
CURL LA TOURELLE + HEAD LIMITED,"9,481.50", 11/03/2019,Ext Architects Fees,Modernisation
LAWSON VILLAS LTD,"3,240.00", 14/03/2019,Rents Other,Housing Services
EMJ MANAGEMENT LTD,"1,224.49", 14/03/2019,Clothing & Uniforms,Regeneration Enterprise and Sk
MAHN ESTATES LTD,560.00, 14/03/2019,Rents Other,Housing Services
ACCLIMATISE LTD,"1,070.94", 13/03/2019,MIsc,Regeneration Enterprise and Sk
REDACTED PERSONAL INFORMATION,924.00, 14/03/2019,Rents Other,Housing Services
METROPOLITAN ELECTRICAL SERVICES LTD,"2,410.80", 14/03/2019,Rm Buildings Gmrs Ext Contract,Comm Safety and Environment
REDACTED PERSONAL INFORMATION,794.58, 14/03/2019,Agency Staff,Childrens Services
ACCLIMATISE LTD,"4,579.20", 13/03/2019,MIsc,Regeneration Enterprise and Sk
FACULTATIEVE TECHNOLOGIES LTD,"25,586.72", 14/03/2019,R & M Buildings Other,Eltham Crematorium Revenue
GRACE EDUCATION LTD,615.00, 14/03/2019,Grants To Voluntary Organ,Childrens Services
ENCORE ENVELOPES LIMITED,"2,001.60", 14/03/2019,Stationery,Regeneration Enterprise and Sk
METROPOLITAN ELECTRICAL SERVICES LTD,"3,860.40", 14/03/2019,R & M Buildings Other,Regeneration Enterprise and Sk
MINAXI HIRANI T/A D ADDISON PROPERTY MANAGEMENT,"7,723.00", 14/03/2019,Rents Other,Housing Services
WOODNUT CONSTRUCTION & DEVELOPMENTS LTD,"7,287.00", 14/03/2019,Safety,Capital Housing Revenue Acc
UK PROPERTY LET LTD,"13,865.50", 14/03/2019,Rents Other,Housing Services
MONTAGU EVANS LLP,"9,000.00", 14/03/2019,Other Services,Chief Executives
ACCLIMATISE LTD,"1,308.30", 13/03/2019,MIsc,Regeneration Enterprise and Sk
CRESCENT COMMERCIAL STATIONERY & COMPUTER SUPS LTD,529.17, 14/03/2019,Computer Supplies & Stationery,Childrens Services
GREENWICH BSF SPV LIMITED,"778,582.15", 14/03/2019,Services Private Contractor,Regeneration Enterprise and Sk
INSIGHT DIRECT (UK) LIMITED,"227,765.33", 13/03/2019,Services Private Contractor,Chief Executives
CRESCENT COMMERCIAL STATIONERY & COMPUTER SUPS LTD,574.80, 14/03/2019,Computer Supplies & Stationery,Childrens Services
ORION ACCESS HIRE & TRAINING LIMITED,720.00, 14/03/2019,Vehicle Hire,Housing Services HRA
CHARLES GOMM T/A ZACH GOMM (REWIRE YOUR FUTURE),"1,359.50", 14/03/2019,ASF Post Adoption Support,Childrens Services
OXLEAS NHS FOUNDATION TRUST,"1,724.78", 14/03/2019,MIsc,Childrens Services
ACCLIMATISE LTD,"4,670.40", 13/03/2019,MIsc,Regeneration Enterprise and Sk
VERTIV INFRASTRUCTURE LIMITED,"5,175.05", 14/03/2019,R & M Buildings Other,Chief Executives
ORION ACCESS HIRE & TRAINING LIMITED,702.00, 14/03/2019,Direct Orders,Housing Services HRA
TSG BUILDING SERVICES PLC,"175,331.86", 14/03/2019,Heating,Capital Housing Revenue Acc
BYTES SOFTWARE SERVICES LTD,"1,426.61", 14/03/2019,Services Private Contractor,Chief Executives
PREMIER SURVEYS LTD,"1,044.00", 14/03/2019,General Payments,Transportation Schemes
SONOVA UK LTD,612.00, 14/03/2019,Equipment,Childrens Services
ACCLIMATISE LTD,512.11, 13/03/2019,MIsc,Regeneration Enterprise and Sk
KOMPAN,"1,104.00", 14/03/2019,Play Equipment Maintenance,Housing Services HRA
ICI DULUX DECORATOR CENTRES,"3,334.96", 14/03/2019,Vacant Decorations Allowance,Housing Services HRA
WILLIAM J MARSHALL & PARTNERS LLP,"3,234.00", 14/03/2019,Ext Consultants Fees,Modernisation
ARCO PROFESSIONAL SAFETY SERVICES LIMITED,"1,350.56", 14/03/2019,Subscriptions,Housing Services HRA
ACCLIMATISE LTD,"1,122.33", 13/03/2019,MIsc,Regeneration Enterprise and Sk
ONE51 ES PLASTICS (UK) LTD T/A MGB PLASTICS,"7,695.00", 14/03/2019,Equipment,Comm Safety and Environment
ZFA LIMITED,"5,415.60", 14/03/2019,Rents Other,Housing Services
INSIGHT DIRECT (UK) LIMITED,"318,108.00", 14/03/2019,Services Private Contractor,Chief Executives
FAHREN CLIFTON,924.00, 14/03/2019,Rents Other,Housing Services
ACCLIMATISE LTD,832.64, 14/03/2019,MIsc,Regeneration Enterprise and Sk
CARLTON PROPERTY SERVICES LTD,"10,485.00", 14/03/2019,Rents Other,Housing Services
PORTAKABIN LIMITED,"6,952.38", 14/03/2019,Temporary Accommodation,Priority Investment Programme
PUSH TO TALK SYSTEMS LTD,839.99, 14/03/2019,Telephones,Regeneration Enterprise and Sk
S.E.M.E.C. ENGINEERING LIMITED,"1,920.00", 14/03/2019,Services Private Contractor,Regeneration Enterprise and Sk
KENT ACCOMODATION SOLUTIONS LTD (KAS),"16,627.00", 14/03/2019,Rents Other,Housing Services
ACCLIMATISE LTD,836.38, 14/03/2019,MIsc,Regeneration Enterprise and Sk
INSIGHT DIRECT (UK) LIMITED,"318,108.00", 14/03/2019,Services Private Contractor,Chief Executives
CENTRAL & NORTH WEST LONDON NHS FT,"5,000.39", 14/03/2019,Medical Services,Health and Adult Services
BANSAL AND LONG LTD,"7,355.03", 14/03/2019,Services by External Providers,Health and Adult Services
CAREWATCH CARE SERVICES LTD,"41,643.00", 14/03/2019,Professional Fees,Health and Adult Services
EXTERION MEDIA  ( UK ) LTD,"4,800.00", 14/03/2019,Programming,Chief Executives
INSIGHT DIRECT (UK) LIMITED,"318,108.00", 14/03/2019,Services Private Contractor,Chief Executives
CAREWATCH CARE SERVICES LTD,"48,833.40", 14/03/2019,Professional Fees,Health and Adult Services
EXTERION MEDIA  ( UK ) LTD,600.00, 14/03/2019,Programming,Chief Executives
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),565.24, 14/03/2019,Expenditure Payments,Chief Executives
ACCLIMATISE LTD,"1,260.64", 14/03/2019,MIsc,Regeneration Enterprise and Sk
LLOYDS TSB COMMERCIAL FINANCE LTD,852.00, 14/03/2019,Printing External Contract,Chief Executives
WOLSELEY UK LTD - 7765C34 P/O ONLY,"1,626.46", 14/03/2019,Materials,Housing Services HRA
LLOYDS TSB COMMERCIAL FINANCE LTD,"1,496.40", 14/03/2019,Printing External Contract,Chief Executives
ANTALIS LIMITED,785.50, 14/03/2019,Materials,Chief Executives
INSIGHT DIRECT (UK) LIMITED,"33,026.40", 14/03/2019,Services Private Contractor,Chief Executives
ANTALIS LIMITED,686.76, 14/03/2019,Materials,Chief Executives
HEALTH MANAGEMENT  LTD,508.97, 14/03/2019,Services Private Contractor,Chief Executives
AMAZING PROMOTIONAL MERCHANDISE LTD,"2,131.08", 14/03/2019,Printing External Contract,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,186.70, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,64.70, 14/03/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,14.90, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,184.40, 14/03/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,756.80, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,32.10, 14/03/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,187.40, 14/03/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,194.00, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,886.20, 14/03/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,87.20, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,209.80, 14/03/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,196.60, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,469.80, 14/03/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,245.40, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,539.50, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,695.45, 14/03/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,12.30, 14/03/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,36.00, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,17.80, 14/03/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,55.80, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,32.60, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,174.90, 14/03/2019,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,28.10, 14/03/2019,Transport For Children,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,64.10, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,40.80, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,43.40, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,13.10, 14/03/2019,Legal Fees,Regeneration Enterprise and Sk
RSP RAIL TRAVEL  ACCOUNT,13.10, 14/03/2019,Travel Expenses,Regeneration Enterprise and Sk
RSP RAIL TRAVEL  ACCOUNT,13.10, 14/03/2019,Travel Expenses,Regeneration Enterprise and Sk
RSP RAIL TRAVEL  ACCOUNT,26.20, 14/03/2019,Travel Expenses,Regeneration Enterprise and Sk
RSP RAIL TRAVEL  ACCOUNT,173.60, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,113.50, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,263.30, 14/03/2019,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,13.10, 14/03/2019,Travel Expenses,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,13.10, 14/03/2019,Professional Fees,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,26.20, 14/03/2019,Travel Expenses,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,65.50, 14/03/2019,Travel Expenses,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,13.10, 14/03/2019,Travel Expenses,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,26.20, 14/03/2019,Travel Expenses,Chief Executives
RSP RAIL TRAVEL  ACCOUNT,18.60, 14/03/2019,Eye Tests,Housing Services HRA
RSP RAIL TRAVEL  ACCOUNT,13.10, 14/03/2019,Travel Expenses,Chief Executives
MONDALE ESTATES LTD,"1,997.64", 14/03/2019,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,"1,997.64", 14/03/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,"18,000.00", 14/03/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"16,048.40", 14/03/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,416.28", 14/03/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,258.36", 14/03/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,245.48", 14/03/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,245.48", 14/03/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,416.28", 14/03/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"1,808.06", 14/03/2019,Children Looked After,Childrens Services
REDACTED PERSONAL INFORMATION,"2,496.00", 14/03/2019,Services Private Contractor,Health and Adult Services
REGARD PARTNERSHIP LTD,"3,779.52", 14/03/2019,Supported Living,Health and Adult Services
REGARD PARTNERSHIP LTD,"4,724.40", 14/03/2019,Supported Living,Health and Adult Services
REGARD PARTNERSHIP LTD,"4,881.88", 14/03/2019,Supported Living,Health and Adult Services
REGARD PARTNERSHIP LTD,"4,724.40", 14/03/2019,Supported Living,Health and Adult Services
REGARD PARTNERSHIP LTD,"4,881.88", 14/03/2019,Supported Living,Health and Adult Services
REGARD PARTNERSHIP LTD,"4,881.88", 14/03/2019,Supported Living,Health and Adult Services
REGARD PARTNERSHIP LTD,"4,409.44", 14/03/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,199.99", 14/03/2019,Services Private Contractor,Health and Adult Services
LITTLE OYSTER LTD,"1,200.00", 14/03/2019,Services Private Contractor,Health and Adult Services
LITTLE OYSTER LTD,"1,200.00", 14/03/2019,Services Private Contractor,Health and Adult Services
LITTLE OYSTER LTD,"1,200.00", 14/03/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,644.15", 14/03/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,960.00", 14/03/2019,Private Sector Nursing Homes,Health and Adult Services
HEALTH MANAGEMENT  LTD,"2,292.00", 14/03/2019,Services Private Contractor,Chief Executives
ACCLIMATISE LTD,955.99, 14/03/2019,MIsc,Regeneration Enterprise and Sk
SOUTH OF ENGLAND FOUNDATION,"3,562.00", 14/03/2019,General Payments,Transportation Schemes
STEER DAVIS GLEAVE,"3,300.00", 14/03/2019,General Payments,Transportation Schemes
TURNER & TOWNSEND PROJECT MANAGEMENT LTD,"9,324.00", 14/03/2019,Ext Consultants Fees,Priority Investment Programme
UNIQUE OFFICE SOLUTIONS LIMITED,702.00, 14/03/2019,Equipment,Childrens Services
WATT MATTERS,"10,381.64", 14/03/2019,General Payments,NS General Fund
WATT MATTERS,"-1,583.64", 14/03/2019,Ext Inc Other Recover Charges,Housing Services HRA
WATT MATTERS,-3.00, 14/03/2019,Stationery,Housing Services HRA
HOME-START GREENWICH PLUMSTEAD NURSERY,963.90, 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
GREENWICH LEISURE LIMITED,516.35, 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),881.28, 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
EARL RISE PLAY GROUP T/S EARL RISE PRE-SCHOOL,860.65, 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
AMAZING PROMOTIONAL MERCHANDISE LTD,"1,402.08", 14/03/2019,Printing External Contract,Chief Executives
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),550.80, 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
AMAZING PROMOTIONAL MERCHANDISE LTD,726.00, 14/03/2019,Printing External Contract,Chief Executives
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),"1,101.60", 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),"1,101.60", 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
AMAZING PROMOTIONAL MERCHANDISE LTD,613.80, 14/03/2019,Printing External Contract,Chief Executives
ELTHAM DIGITAL PRINTERS LTD,"1,104.00", 14/03/2019,Printing External Contract,Chief Executives
EARL RISE PLAY GROUP T/S EARL RISE PRE-SCHOOL,615.00, 14/03/2019,Grants To Voluntary Organ,Childrens Services
EARL RISE PLAY GROUP T/S EARL RISE PRE-SCHOOL,"1,549.08", 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
ELTHAM DIGITAL PRINTERS LTD,"1,836.00", 14/03/2019,Printing External Contract,Chief Executives
HUGH FLANAGAN,"9,600.00", 14/03/2019,Professional Fees,Chief Executives
SHARPE PRITCHARD LLP,792.00, 14/03/2019,Ext Legal Fees,Priority Investment Programme
ELEANOR NURSING AND SOCIAL CARE LTD,"1,413.72", 14/03/2019,Greenwich Home Support,Health and Adult Services
HANSON DIRECT MAIL,582.70, 14/03/2019,Printing External Contract,Chief Executives
ELEANOR NURSING AND SOCIAL CARE LTD,"1,413.72", 14/03/2019,Greenwich Home Support,Health and Adult Services
ELEANOR NURSING AND SOCIAL CARE LTD,"1,413.72", 14/03/2019,Greenwich Home Support,Health and Adult Services
AMAZING PROMOTIONAL MERCHANDISE LTD,542.88, 14/03/2019,Printing External Contract,Chief Executives
ELEANOR NURSING AND SOCIAL CARE LTD,791.14, 15/03/2019,Greenwich Home Support,Health and Adult Services
ELEANOR NURSING AND SOCIAL CARE LTD,"1,111.10", 15/03/2019,Greenwich Home Support,Health and Adult Services
CRAFTY WIZARDS LTD T/A CRAFTY WIZARDS,991.42, 14/03/2019,Additional support for 3&4yr old withSEN,Childrens Services
ELEANOR NURSING AND SOCIAL CARE LTD,"1,161.62", 15/03/2019,Greenwich Home Support,Health and Adult Services
ELTHAM DIGITAL PRINTERS LTD,534.00, 14/03/2019,Printing External Contract,Chief Executives
REDACTED PERSONAL INFORMATION,630.00, 14/03/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,933.15, 14/03/2019,Other Services,Childrens Services
BRIGHTSPARKS (ELTHAM) LTD T/A BRIGHTSPARKS DAY NUR,933.15, 14/03/2019,Other Services,Childrens Services
ANTALIS LIMITED,516.00, 14/03/2019,Materials,Chief Executives
ELEANOR NURSING AND SOCIAL CARE LTD,867.62, 15/03/2019,Greenwich Home Support,Health and Adult Services
ELEANOR NURSING AND SOCIAL CARE LTD,942.76, 15/03/2019,Greenwich Home Support,Health and Adult Services
BARKING HAVERING & REDBRIDGE NHS TRUST,"1,092.00", 14/03/2019,Medical Services,Health and Adult Services
BARKING HAVERING & REDBRIDGE NHS TRUST,936.00, 14/03/2019,Medical Services,Health and Adult Services
EXTERION MEDIA  ( UK ) LTD,"3,240.00", 14/03/2019,Programming,Chief Executives
LONDON NORTH WEST HEALTHCARE NHS TRUST,542.00, 14/03/2019,Medical Services,Health and Adult Services
